"","y1","y2","y3","y4","y5","precio_median","SKU","G18","G1901","G0802","plata2_","plata3","plata4","seller"
"327",4,3,23,34,16.3333333333333,24990,776,0,1,0,90722.6890756302,21840.3361344538,348033.613445378,327
"328",1,1,20,3,1,14990,5,0,0,0,12596.6386554622,12596.6386554622,184705.882352941,328
"330",5.66666666666667,6.66666666666667,9,6,5,154990,278,0,1,0,224322.128851541,284817.927170868,402445.378151261,330
"332",56,115.75,114.35,124,122.27,12490,1598,0,1,1,557806.722689076,1610310.92436975,1784929.41176471,332
"335",1,2,14,13,26,15990,33,0,0,0,15117.6470588235,5025.21008403361,282151.260504202,335
"336",5,7,7,22,16,23990,224,0,0,0,93235.2941176471,94058.8235294118,106663.865546218,336
"337",10.6666666666667,12.9166666666667,5,12,8,32000,281,0,0,1,304761.904761905,365266.106442577,134453.781512605,337
"338",2,10.75,9,19.15,17.83,15990,388,0,1,0,25193.2773109244,168762.605042017,138529.411764706,338
"339",7,3,6,7,10,32990,11,0,0,0,235235.294117647,100815.12605042,201630.25210084,339
"340",5,9.66666666666667,8.55555555555556,1,6,12945,42,0,0,0,46638.6554621849,245126.050420168,174985.994397759,340
"341",2,8,7.4,9.08,8,46495,52,0,0,0,33596.6386554622,176399.159663866,151197.478991597,341
"342",5,17.75,26.15,35,53,13390,944,0,1,0,47336.1344537815,181403.361344538,271690.756302521,342
"343",9,11,9.8,8.56,7,17940,276,0,0,0,144641.456582633,214277.31092437,152208.963585434,343
"344",1,9,6.2,6.84,6.208,15000,212,0,0,0,12521.0084033613,99495.7983193277,67428.5714285714,344
"345",47,142,437,482.8,569,20990,2740,1,0,1,857470.588235294,1693016.80672269,4793936.13445378,345
"348",1,11.75,10.75,8.3,4,38990,1072,0,0,1,25201.6806722689,296119.74789916,270918.067226891,348
"349",1,7,13,11,16,269990,1144,0,1,0,155453.781512605,764647.058823529,2138546.21848739,349
"350",5,22,40,61,612,31392,128,0,0,0,151201.680672269,554470.588235294,1215231.09243697,350
"351",5,7,6,99,146.8,24990,136,0,0,1,96876.7507002801,133554.62184874,128521.008403361,351
"352",16,31,44,27.2,22.24,38900,184,0,0,1,470588.235294118,905882.352941177,1184705.88235294,352
"353",4,23.75,28.75,30,38,339990,2336,0,0,0,1008369.74789916,7503993.69747899,9882102.94117647,353
"354",7,9,13,5,18,29990,1073,0,1,0,194058.823529412,304949.579831933,349336.134453782,354
"355",1,2,1,5,2,6990,11,0,0,0,8394.95798319328,23495.7983193277,8394.95798319328,355
"356",27,88,145.4,296.28,340,14990,11839,1,0,1,298092.43697479,917096.638655462,1530032.77310924,356
"357",2,7,6,9,22,9990,298,0,1,1,40302.5210084034,81016.8067226891,67983.1932773109,357
"358",1,12,9,3,10,179990,27,0,0,0,126042.016806723,1382235.29411765,941100.840336135,358
"359",2,8,21,17,23,19065,304,0,0,0,33210.0840336134,181092.43697479,568554.621848739,359
"361",2,4,10,9.2,7.84,32990,270,1,0,1,46201.6806722689,138621.848739496,273025.210084034,361
"362",7,21.25,19.85,22.82,19,12900,89,0,0,0,140924.369747899,342752.100840336,262869.74789916,362
"363",6,7,4,6,3.4,19990,35,0,0,0,120957.983193277,175571.428571429,61310.9243697479,363
"364",1,25.25,31.25,39.9,41,22000,428,0,1,0,6722.68907563025,467689.075630252,546475.630252101,364
"365",1,18,17,10,16,11590,54,0,0,0,2773.10924369748,104453.781512605,95210.0840336135,365
"366",15.3333333333333,13.3333333333333,24,4,13.6,19990,45,0,0,0,300711.484593838,272152.661064426,547697.478991597,366
"367",2,7,43,34,36,3990,5,0,0,0,5040.33613445378,27721.8487394958,703126.890756303,367
"369",8,18,5,3,19,12990,28,0,0,1,40268.9075630252,141025.210084034,40294.1176470588,369
"370",5,9,3,5.2,3.24,699990,54,0,0,0,1176428.57142857,2117571.42857143,705857.142857143,370
"372",6,6.25,6.05,4,4,25900,506,0,0,1,110420.168067227,124684.87394958,119676.470588235,372
"373",521.666666666667,564.916666666667,371.716666666667,416.326666666667,481,229990,59,0,1,0,86669885.1540616,95528706.5826331,74149711.6246499,373
"374",65,50,69,79,72,29990,441,1,1,1,1150680.67226891,1107899.15966387,1332983.19327731,374
"375",3,4,5,4,4,54990,118,1,0,0,130226.890756303,182319.327731092,227184.87394958,375
"376",2,6,7,10,15,9990,28,0,0,0,13428.5714285714,41966.3865546219,58764.7058823529,376
"377",5,10,7.8,7.36,8.032,29990,683,0,0,0,76428.5714285714,162941.176470588,136401.680672269,377
"379",19,5,4,6,8,159990,134,0,0,0,884294.117647059,294075.630252101,260470.588235294,379
"380",2,13,15.4,20.28,20.736,29000,13,0,0,0,38655.4621848739,243277.31092437,265176.470588235,380
"381",11,14,11,11.4,15.48,19000,26,0,0,0,82352.9411764706,83193.2773109244,77815.1260504202,381
"382",1,1.5,6,48,93.6,199990,442,0,1,0,281504.201680672,470575.630252101,69697.4789915966,382
"384",5.33333333333333,6.83333333333333,5,9,7,66900,19,0,0,0,199733.893557423,249439.775910364,167478.991596639,384
"386",2,2,6,9,2,780000,13,0,0,0,984857.142857143,1176453.78151261,2921382.35294118,386
"387",1,1,3,17,10,16990,134,0,1,0,5873.94957983193,7554.6218487395,108378.151260504,387
"390",75,198,148,168.6,110,36900,347,0,0,0,9269840.33613445,25581386.5546218,12118141.1764706,390
"391",6,14,10,12,3,28990,16,0,1,0,94067.2268907563,260352.941176471,146117.647058824,391
"392",1,9,9,11.4,11.28,16990,2288,1,0,1,6721.8487394958,59656.3025210084,123269.74789916,392
"394",2,8,5.75,5.15,2,99990,117,0,0,0,130235.294117647,688588.235294118,476527.31092437,394
"396",15,29,65,95,200,31590,117,0,0,0,262931.092436975,390576.470588235,841654.62184874,396
"397",6,19,17,11,24,69990,163,0,0,0,332722.68907563,1067050.42016807,1041857.14285714,397
"398",3,3,22,26,22.4,12990,569,0,0,1,17621.8487394958,14260.5042016807,146873.949579832,398
"399",10,3,20.75,46,12,19990,410,0,1,0,92352.9411764706,27705.8823529412,282170.168067227,399
"401",11.6666666666667,11.1666666666667,9,12,12,29990,240,0,0,1,195980.392156863,187581.232492997,151184.87394958,401
"403",2,1,24,17,12,29990,870,0,0,0,50403.3613445378,29327.731092437,466117.647058824,403
"404",13,22,20,15,8,16490,4,0,0,0,298159.663865546,638420.168067227,399831.932773109,404
"405",1,5.25,2,12,73,18990,36,0,0,0,21000,71170.1680672269,34436.974789916,405
"407",5.66666666666667,6.91666666666667,4.71666666666667,6,2,132490,30,0,1,0,390148.459383754,417654.761904762,261034.593837535,407
"408",2,12,28,59,45,12990,1736,0,0,1,100831.932773109,521680.672268908,253058.823529412,408
"411",1,3,8.4,11.28,11.336,10990,25,0,0,0,5462.18487394958,27722.6890756303,97579.8319327731,411
"413",7,6,40.4,54,69.88,24990,1524,1,0,0,116747.899159664,94907.5630252101,640668.907563025,413
"414",1,9.5,11.5,11,19,249990,110,0,0,0,268899.159663866,2152231.09243697,2502634.45378151,414
"415",7,3,4,5.8,5.96,62490,204,1,0,1,1512445.37815126,134428.571428571,323478.991596639,415
"416",9,9,8,7.2,5.64,36900,29,0,0,1,252184.87394958,222773.109243697,205210.084033613,416
"417",1,15,34.5,27.5,43,29990,1161,0,0,1,58815.1260504202,335915.966386555,1288626.05042017,417
"418",1,12,4,10,8,6000,547,0,1,1,7134.45378151261,108259.663865546,25596.6386554622,418
"419",1,21,92,128.8,164.76,16990,4343,0,1,1,12596.6386554622,264529.411764706,1317579.83193277,419
"420",4,5,9,16,16,27900,176,0,0,0,79327.731092437,101428.571428571,113277.31092437,420
"421",10,29,12,20,17,259990,580,0,1,0,2512521.00840336,7037554.62184874,2441915.96638655,421
"422",1,6,6.8,4.96,3.752,29990,69,0,0,0,10084.0336134454,98739.4957983193,172857.142857143,422
"423",8,11,15,8,11,29980,405,0,0,1,201613.445378151,277218.487394958,378025.210084034,423
"424",21,18,19.2,13.84,16.008,17990,79,0,0,0,214949.579831933,171277.31092437,221996.638655462,424
"425",10,17,20.2,20.44,28,14990,925,0,0,1,127647.058823529,216243.697478992,254196.638655462,425
"427",2,5,18.2,23.44,15,42900,112,0,0,0,67058.8235294118,175210.084033613,580568.067226891,427
"428",1,60,74,94,46,13990,327,0,0,1,5033.61344537815,735630.25210084,939697.478991597,428
"429",8,10,12.2,17.24,20,32990,17250,1,0,0,219260.504201681,274705.882352941,324574.117647059,429
"431",14,9,3,2,5.4,29990,340,0,1,0,200722.68907563,158731.092436975,69722.6890756303,431
"433",3,6,13,9.8,10.96,26990,945,1,0,1,47873.9495798319,93226.8907563025,203252.100840336,433
"435",1,4,13,19,8,22990,189,0,1,0,10915.9663865546,87344.5378151261,650344.537815126,435
"436",6,23,28,33.2,40.84,19990,203,0,0,0,36924.3697478992,168714.285714286,285445.378151261,436
"437",12,13.75,12.95,17,9,21990,64,0,0,0,188974.789915966,257027.31092437,242580.25210084,437
"438",1,7,27,26,33,56485,248,0,1,0,47890.756302521,348680.672268908,1166159.66386555,438
"439",4,14.25,8.65,10.78,12,359990,515,0,0,0,1240302.5210084,10890602.9411765,3340928.99159664,439
"440",12,4,2,10.2,13.24,35990,200,0,0,0,227563.025210084,89579.8319327731,44369.7478991597,440
"441",5,10,3,7,1,29990,155,0,0,0,45302.5210084034,231546.218487395,45302.5210084034,441
"442",2,5,8,9,11,9990,285,0,0,0,20151.2605042017,47016.8067226891,68000,442
"444",5,10.5,10.5,11.8,13,46990,76,0,0,0,106663.865546218,407336.134453782,272068.907563025,444
"445",39.3333333333333,41,57,38,65,21990,388,0,0,0,670655.462184874,645117.647058824,1041722.68907563,445
"446",7,16.25,15.45,17,6,12990,216,0,0,1,135235.294117647,203434.87394958,194534.033613445,446
"447",2,6.5,8,6.9,5.975,6990,7,0,0,0,20000,63170.1680672269,91226.8907563025,447
"448",4,7,5.5,1,8,1099990,5,0,0,0,2689042.01680672,4705823.52941177,3697432.77310924,448
"449",33,70.75,47.75,30,18,24990,700,0,0,1,703924.369747899,1493090.33613445,957656.722689076,449
"450",2,13,8.6,9.72,8,44990,673,1,0,1,75613.4453781513,441067.226890756,306650.420168067,450
"451",0.1,8.33333333333333,6.83333333333333,5,11,79990,612,1,0,0,0,41627.4509803922,53854.3417366947,451
"452",13,35,42,46,60.2,13990,57,0,0,0,130983.193277311,444168.067226891,532915.966386555,452
"454",1,44,38.4,45.6,26.5,10990,62,0,0,0,3352.94117647059,372663.865546218,360850.420168067,454
"455",2,4,9,10,7.4,139000,391,0,0,0,100504.201680672,620840.336134454,2415278.99159664,455
"456",14,47,42,37,33.8,16990,164,0,1,1,287504.201680672,847806.722689076,648129.411764706,456
"457",2,11,9.75,3,2,89990,512,0,0,1,67210.0840336134,679453.781512605,574006.302521009,457
"460",2,9,11.6,12.12,9.544,13990,5311,0,0,1,21831.9327731092,143621.848739496,280188.235294118,460
"461",1,13,8,12,6.8,13730,50,0,0,0,15117.6470588235,141907.56302521,87327.731092437,461
"462",4,17,5,5,31,15990,147,0,0,0,43663.8655462185,167924.369747899,49537.8151260504,462
"464",3,15.75,7,24.35,16.87,8490,539,0,0,0,20563.025210084,101548.319327731,37336.1344537815,464
"465",9,22,17,15,11.6,18990,34,0,0,0,272193.277310924,665361.344537815,526240.336134454,465
"466",10,14,14.6,15.52,7,29990,16,0,1,0,183092.43697479,259512.605042017,304852.100840336,466
"467",3,5,14,10,25.8,17990,43,0,0,0,40310.9243697479,94058.8235294118,241865.546218487,467
"468",6,10,11,27,16.3333333333333,13990,20,0,0,0,93210.0840336134,123445.378151261,149470.588235294,468
"469",2,1,14,42,33,36900,1769,1,0,1,83109.243697479,57983.1932773109,834537.81512605,469
"477",4,4,4,13,9,389990,211,0,0,0,907529.411764706,907529.411764706,907529.411764706,477
"479",2,5,20,10,7.4,11500,199,0,1,0,50252.1008403361,98126.0504201681,328142.857142857,479
"480",10,27,40.2,49.44,54.728,21990,165,0,0,0,266453.781512605,267588.235294118,451786.554621849,480
"481",3,4,6,10,11,21945,20,0,0,0,54596.6386554622,71394.9579831933,100789.915966387,481
"482",2,11,9.8,9.76,8.312,34900,263,0,0,0,22341.1764705882,167570.588235294,150097.647058824,482
"483",1,2,12,7,13,25990,561,0,1,1,29403.3613445378,38638.6554621849,139394.957983193,483
"484",2,2,3,48.25,48,34986,144,0,1,0,184857.142857143,12260.5042016807,71588.2352941177,484
"485",15,32,133,75.6,70.12,19990,375,0,0,0,282210.084033614,513983.193277311,1834865.54621849,485
"486",2,7,11,9,17,6990,37,0,0,0,19310.9243697479,68848.7394957983,107470.588235294,486
"487",3,5,11,2,11,26990,589,0,1,0,61319.3277310924,88193.2773109244,327638.655462185,487
"488",8,25,28,71,103,25990,247,1,1,0,130184.87394958,406512.605042017,514033.613445378,488
"489",61.3333333333333,3,50.0666666666667,12.8133333333333,3,7990,54,0,0,0,491389.355742297,40563.025210084,410326.610644258,489
"490",52,95,76,61,66,32990,371,0,0,1,1589462.18487395,2802563.02521008,2127092.43697479,490
"492",2,11,7.8,26.96,32.352,17900,41,0,1,0,21680.6722689076,132689.075630252,101206.722689076,492
"493",11,93,66,72.2,54.04,24990,376,0,1,1,343588.235294118,1806697.4789916,1461734.45378151,493
"494",1,5.33333333333333,7.58333333333333,8,6,7245,60,0,0,0,2941.17647058824,42436.974789916,55245.7983193277,494
"495",6.33333333333333,10.8333333333333,4,19,28,13500,757,0,1,0,66526.6106442577,137366.946778712,42016.8067226891,495
"496",1,19,31,32.2,39.84,34490,178,1,0,1,105798.319327731,2394705.88235294,2160134.45378151,496
"497",3,11.75,11.75,13.1,14,29990,10,0,0,0,73924.3697478992,440094.537815126,423879.411764706,497
"498",3,11,4,14,7,96990,834,0,0,0,156277.31092437,835151.260504202,214252.100840336,498
"499",1,5,10,19,16,112490,3254,0,0,0,25201.6806722689,105000,210000,499
"500",30,153,86,138,157,24990,87,0,0,1,477899.159663866,2357487.39495798,1348016.80672269,500
"501",2,7,7,15.4,14.48,23990,1121,0,0,1,26033.6134453782,92378.1512605042,90697.4789915967,501
"502",173,14,123,89.2,112.64,49990,659,0,0,0,5580882.35294118,593159.663865546,4482159.66386555,502
"503",7,23,24,31,22,9990,2161,0,1,0,117588.235294118,394760.504201681,418278.151260504,503
"504",25,22,42,26.4,27.28,12990,67,0,0,0,316537.81512605,266159.663865546,508512.605042017,504
"505",3,3,5,10,12,24990,829,0,0,1,88210.0840336135,75605.0420168067,200781.512605042,505
"506",26,64,16,54,49.6,399900,55,0,0,0,7602857.14285714,21885831.9327731,5578563.02521008,506
"508",9,15,9,17,40,15490,2,0,0,0,873403.361344538,775890.756302521,282176.470588235,508
"509",8,9,17,20.6,19,9890,211,0,1,0,111134.453781513,181873.949579832,265122.68907563,509
"510",36,19,54,92,57.2,29990,1605,1,0,0,703058.823529412,407403.361344538,1112991.59663866,510
"511",1,3,36,24,66,25990,726,0,1,0,15117.6470588235,31067.2268907563,381193.277310924,511
"512",1,12,11,15.6,19.32,12309,183,0,1,1,4193.27731092437,82252.1008403361,86462.1848739496,512
"515",2,13,8,9,10.4,24900,43,0,0,0,18319.3277310924,250336.134453782,109697.478991597,515
"518",13,13,6,3,23,48490,128,0,0,0,560394.957983193,625941.176470588,391546.218487395,518
"519",4,6,5,13.4,18.48,12990,773,0,0,0,88184.8739495798,101630.25210084,80630.2521008403,519
"520",10.6666666666667,15,14.9333333333333,14.1866666666667,8,39990,157,0,0,0,313355.742296919,445252.100840336,457185.434173669,520
"521",9,17,25.2,29.64,34.768,9900,174,0,0,0,107647.058823529,190168.067226891,295260.504201681,521
"522",67,86,47,21,19,349990,62,0,0,0,13301907.5630252,23200638.6554622,11806159.6638655,522
"523",36,71.5,75.5,76,44,12790,653,0,0,0,886974.789915967,1578760.50420168,1597785.71428571,523
"524",9,114,54,93,53,181490,120,0,0,0,489823.529411765,6984596.63865546,4043210.08403361,524
"525",10,11.75,14,16,12,11900,245,0,0,0,115316.526610644,133163.165266106,151142.857142857,525
"526",19,23,33,36,46,15990,757,1,0,0,355540.616246499,419957.983193277,621537.81512605,526
"528",1,5,5,11,20,19990,387,0,0,1,5873.94957983193,36092.4369747899,40294.1176470588,528
"529",1,2,11,15,15.6,12490,263,0,0,0,2731.09243697479,10924.3697478992,70869.7478991597,529
"530",222,369,184,236.8,233.76,414990,894,0,0,0,65325288.5154062,110279201.680672,53161478.9915966,530
"531",14.3333333333333,13,34.8666666666667,51.7733333333333,62,17500,898,0,0,1,272689.075630252,207983.193277311,831008.403361345,531
"532",8,23,57,140,223,39990,977,1,0,1,142453.781512605,356809.523809524,857756.302521009,532
"533",3,1,11,13,14.4,35990,1833,0,0,0,44075.6302521008,28899.1596638655,88815.1260504202,533
"534",23,33,19,21,24.6,21990,102,0,0,0,385487.394957983,671033.613445378,356932.773109244,534
"535",10,1,5,17,29,29990,1280,0,1,0,151201.680672269,16798.3193277311,62983.1932773109,535
"536",49.6666666666667,52.4166666666667,39.4166666666667,31,40,26490,28,0,1,0,1267001.68067227,1334035.29411765,978168.067226891,536
"538",17,19,17,20,25.2,419990,33,0,0,0,4890159.66386555,5109008.40336134,3293369.74789916,538
"539",6,17,4,8,12.6,34990,114,0,0,1,100789.915966387,239352.941176471,46193.2773109244,539
"540",7,5,4,6,3.6,12990,4921,1,0,1,136915.966386555,101638.655462185,74756.3025210084,540
"542",2,25,18.2,21.64,27.168,32990,409,0,0,1,39478.9915966387,494747.899159664,369843.697478992,542
"543",1,1,2,20,11,26990,117,0,0,1,32764.7058823529,24361.3445378151,47042.0168067227,543
"545",21,62,88,93,86,5990,14,0,0,0,105705.882352941,402689.075630252,503361.344537815,545
"547",7.33333333333333,8.33333333333333,9,9,9,14990,52,0,0,0,130420.168067227,141323.529411765,97563.025210084,547
"548",15,137,142.8,212.76,293.512,14900,6407,0,0,1,118319.327731092,632773.109243697,747105.882352941,548
"549",9,3,7.25,6,14,34990,33,0,0,0,189000,63000,152250,549
"550",18.6666666666667,19.5555555555556,13,9.25,9.3125,19990,142,1,0,0,229663.865546218,251921.568627451,122159.663865546,550
"551",13,19,14,20.8,20.76,19990,655,0,0,1,214176.470588235,287235.294117647,221731.092436975,551
"552",16,14.5,12.1,12,7,45700,10,0,1,0,475126.050420168,366722.68907563,294991.596638656,552
"553",14,28,25,26,22,8990,90,0,0,0,94000,188000,167857.142857143,553
"554",12,13,10.8,7.16,5.392,16990,103,0,0,0,196532.212885154,232647.058823529,175198.879551821,554
"556",8,21,30,20.6,20.32,87990,141,0,0,0,809176.470588235,1774596.63865546,4147596.63865546,556
"557",10,18.75,14.35,15.22,9,28990,565,0,0,0,206621.848739496,401283.613445378,320480.25210084,557
"559",4,9,1,14,23,12990,69,0,0,0,51770.3081232493,129285.714285714,9235.29411764706,559
"561",7,38,53,53,45,38990,109,0,0,0,226815.12605042,1018117.64705882,1431420.16806723,561
"562",7,30,18.4,19.08,17.496,8990,49,0,0,0,46983.1932773109,241344.537815126,155556.302521008,562
"563",8.5,3,2,4,5.4,249990,66,0,0,0,1827659.66386555,890731.092436975,462168.067226891,563
"565",8,8,14.2,20.04,22.248,19990,328,0,0,1,136067.226890756,136067.226890756,235336.134453782,565
"566",13.6666666666667,10.4166666666667,8.21666666666667,1,1,35990,469,0,0,0,307904.761904762,241230.392156863,189761.484593838,566
"567",1,12,6,8,7,18990,8,0,0,0,15957.9831932773,188134.453781513,89865.5462184874,567
"568",37,49,53,44,55,24990,629,0,1,1,901352.941176471,1214705.88235294,1378512.60504202,568
"571",24,35.5,39,68,46,29990,183,1,0,0,493910.364145658,705368.347338936,840831.932773109,571
"572",8,11,5,4,1,349000,39,0,0,0,729352.941176471,165453.781512605,79789.9159663866,572
"573",6,24,26.6,33.72,49,27900,689,0,0,1,32268.9075630252,334957.983193277,512621.848739496,573
"575",6,7.75,7.15,10.98,4,15990,241,0,0,0,592638.655462185,301523.109243697,271756.722689076,575
"576",14,8.5,5.5,4.4,1,19900,62,0,0,0,324873.949579832,199663.865546219,118100.840336134,576
"577",2.66666666666667,3,9.13333333333333,11.6266666666667,12.752,110000,31,0,0,0,86781.512605042,138613.445378151,426334.453781513,577
"578",12,9,5,4,6,15900,234,0,0,0,199067.226890756,127050.420168067,87050.4201680672,578
"579",6,6.25,9.05,7,16.81,15990,62,0,0,0,60436.974789916,54771.0084033613,78276.8907563025,579
"580",1,4,4,20.2,27.64,24990,387,0,0,0,36126.0504201681,235260.504201681,231058.823529412,580
"581",34,4,10,3,2,34990,34,0,0,0,463277.31092437,20033.6134453782,125210.084033613,581
"582",1,22,23.25,20,17,14990,1878,1,1,1,10915.9663865546,105512.605042017,103191.176470588,582
"583",35,34,41,23,32.4,82990,326,0,0,0,2786025.21008403,2962109.24369748,2806344.53781513,583
"584",9,7,6,6,11,24990,748,0,0,1,214210.084033613,185655.462184874,117596.638655462,584
"585",26,32,34,27,76.4,16390,8832,0,0,0,402162.464985994,527637.254901961,508117.647058824,585
"586",1,2,33.5,37.8333333333333,1,244990,65,0,0,0,252092.43697479,504184.87394958,3011281.51260504,586
"587",2,6,6.6,7.92,10,49990,55,0,1,0,84016.8067226891,197424.369747899,215066.386554622,587
"588",1,4,5,40,17,34990,65,0,0,1,44529.4117647059,178117.647058824,145336.134453782,588
"589",10.6666666666667,16,11,17,7,17990,2704,0,0,1,171715.406162465,240137.81512605,174205.042016807,589
"590",65,95,91,80,62,29990,388,0,0,0,948142.857142857,2741399.15966387,2679923.52941176,590
"591",15.3333333333333,18.0833333333333,10,19,37,15960,146,0,0,0,143557.422969188,180820.028011205,84789.9159663866,591
"592",1,1,9.75,14.15,12,12990,394,0,0,1,13436.974789916,13436.974789916,74271.0084033614,592
"593",21,11,19,12,10.2,11645,42,0,0,1,94899.1596638655,36462.1848739496,87731.0924369748,593
"594",1,3,9,11,6,101945,192,0,1,0,83949.5798319328,230000,784957.983193277,594
"595",1,21.25,14,23,62,29990,187,0,0,0,58815.1260504202,995405.462184874,604924.369747899,595
"596",18,10,9.8,4,3,12990,411,0,1,0,216621.848739496,163743.697478992,163748.739495798,596
"597",2,6.66666666666667,7.22222222222222,2,1,19990,134,0,0,0,16789.9159663866,67159.6638655462,75554.6218487395,597
"599",9.5,12.75,1,2,2.25,32490,8,0,0,0,158865.546218487,213214.285714286,15957.9831932773,599
"600",3,7,12,12,3,35990,28,0,0,0,56949.5798319328,144731.092436975,216705.882352941,600
"601",19,26,15,22,39,15990,2801,0,1,1,191403.361344538,361899.159663866,250697.478991597,601
"602",1,1,9,5,8,15990,328,0,1,0,29411.7647058824,29411.7647058824,198039.215686275,602
"603",12,23,38,37,34,94990,24,0,0,0,393176.470588235,840949.579831933,1134117.64705882,603
"604",1,30,2,1,3,13990,773,0,0,1,17638.6554621849,4027579.83193277,36957.9831932773,604
"605",1,6,11,6.2,5.64,8790,122,0,0,0,3857.14285714286,26756.3025210084,49403.3613445378,605
"606",6,2,6,23,22,28900,22,0,0,0,129058.823529412,36957.9831932773,166554.62184874,606
"607",2,3,12.6,15.4,6,49990,16,0,1,0,84016.8067226891,102495.798319328,245605.042016807,607
"608",3,10,26,9,11,15990,7,0,0,0,29369.7478991597,42773.1092436975,239142.857142857,608
"610",4,22,19,16,39,29990,78,0,0,0,47025.2100840336,499764.705882353,277991.596638655,610
"611",17,21,20.4,23.48,31,31990,760,0,0,0,365403.361344538,446882.352941177,444030.25210084,611
"612",1,21,26,13,12,99990,262,0,1,0,16798.3193277311,764529.411764706,823310.924369748,612
"613",46,212.75,225.55,147,193,14990,1407,0,0,0,515747.899159664,1805859.24369748,2019590.33613445,613
"614",24.3333333333333,38,17,44,49,19990,210,0,0,1,1551610.6442577,2377815.12605042,1243554.62184874,614
"615",71.3333333333333,52,174.666666666667,200.933333333333,175,29990,123,0,1,1,1851428.57142857,1447411.76470588,3828221.8487395,615
"616",9,7,7,6,8,34990,17,0,0,1,264630.25210084,205823.529411765,205823.529411765,616
"617",1,1,9,13,19,8890,40,0,0,0,5537.81512605042,6630.25210084034,57067.2268907563,617
"618",28,43,60,48,38,14990,45,0,0,0,461109.243697479,928823.529411765,1139630.25210084,618
"619",21,21.5,17.5,3,3,42990,1331,0,0,1,713268.907563025,664941.176470588,518423.529411765,619
"620",15,14,11.6,6.52,4.824,129990,78,0,0,0,202389.355742297,179697.478991597,144099.719887955,620
"621",73.3333333333333,81.5833333333333,49,34,59,72990,376,0,0,0,2648901.96078431,2906597.33893557,1763386.55462185,621
"622",1,4,13,22,57,19990,96,0,1,0,126042.016806723,36941.1764705882,168764.705882353,622
"623",1,20,35,24.6,27.52,10990,121,0,0,1,5453.78151260504,150235.294117647,289184.87394958,623
"624",2,15,12,13,19,74990,120,0,0,0,21831.9327731092,746714.285714286,2262873.94957983,624
"625",15.3333333333333,20.0833333333333,21,30,21,24990,14,0,1,0,481011.204481793,487935.574229692,442647.058823529,625
"629",25.6666666666667,24.1666666666667,20.5666666666667,2,48,39990,46,0,1,0,764450.980392157,739257.703081232,608208.963585434,629
"630",4,14,14.75,16,9,39990,15,0,0,0,89882.3529411765,580834.733893557,587761.204481793,630
"631",52.3333333333333,70.5833333333333,72,105,95,23990,244,0,1,1,816971.988795518,1159562.32492997,1234672.26890756,631
"632",7.66666666666667,14,4,3,5,13990,222,1,0,1,96574.2296918768,176352.941176471,50386.5546218487,632
"633",6,41,31.5,29,5,9990,556,0,1,0,41126.0504201681,214719.887955182,157467.787114846,633
"634",3,8,7,21,30,62990,262,0,0,0,62591.0364145658,190280.112044818,163487.394957983,634
"635",12,21.75,25.55,17,32,16990,301,0,0,1,176352.941176471,311866.596638656,361639.705882353,635
"636",4,6,6,6,1,39990,117,0,0,0,150386.554621849,136084.033613445,136084.033613445,636
"637",2,11,10,9.8,6,60990,83,0,0,0,96621.8487394958,539199.579831933,507439.915966387,637
"638",5,53,196,117,150,49990,9827,1,0,0,201470.588235294,1675932.77310924,5047084.03361345,638
"639",7,4,12,13,13.6,48990,31,0,0,0,352042.016806723,180638.655462185,509983.193277311,639
"640",2,9,17.75,23.15,34,36990,1217,1,0,0,75613.4453781513,165470.588235294,348800.420168067,640
"641",12,5,12,6,5,35990,281,0,0,0,88924.3697478992,53739.4957983193,169546.218487395,641
"642",2,6.5,6.3,11,1,18990,204,0,0,0,26873.9495798319,141542.016806723,138854.62184874,642
"645",2,9,14,16,13,11990,207,0,1,1,14268.9075630252,64596.6386554622,164571.428571429,645
"646",2,8,13,4,10,12970,338,0,1,0,17645.3781512605,121840.336134454,439449.579831933,646
"647",14,13,6,15,6,67656,167,0,0,0,949008.403361345,1164815.12605042,323201.680672269,647
"648",104,78,59,49,25,32000,263,0,0,1,1045176.47058824,1128705.88235294,781842.016806723,648
"650",7.33333333333333,5.08333333333333,5,2,14.5,149990,14,0,0,0,766044.817927171,541273.80952381,525168.067226891,650
"652",46.3333333333333,64,47.8666666666667,38.9733333333333,34.168,32990,1478,0,0,1,644845.93837535,953924.369747899,676841.456582633,652
"653",22,35,9,29,44,36990,60,0,0,0,395159.663865546,668378.151260504,166848.739495798,653
"654",11,8.25,7.5625,12,1,6525,16,0,0,0,434873.949579832,178676.470588235,114627.100840336,654
"658",7,3,6,7,6,13990,170,0,0,1,83134.4537815126,36109.243697479,68857.1428571429,658
"659",3,18,7,21,4,39990,120,0,1,1,83991.5966386555,279159.663865546,89857.1428571429,659
"661",4,16,26,12,19,16190,2611,1,1,1,47865.5462184874,261983.193277311,415411.764705882,661
"662",3,27,20,22,25,51990,154,0,0,0,56277.3109243697,767403.361344538,529243.697478992,662
"663",26,20,38,68,30,176990,94,0,0,0,2208126.05042017,1285890.75630252,4434806.72268908,663
"665",3,8,3,8,9,31990,38,0,0,1,12352.9411764706,166840.336134454,89050.4201680672,665
"666",13,19,15,30,53,39990,227,0,0,0,381403.361344538,613285.714285714,435168.067226891,666
